"sub_region_2";"fecha";"num_casos.x";"num_casos_prueba_pcr";"num_casos_prueba_desconocida";"num_hosp";"num_uci";"num_def";"retail_and_recreation_percent_change_from_baseline";"grocery_and_pharmacy_percent_change_from_baseline";"parks_percent_change_from_baseline";"transit_stations_percent_change_from_baseline";"workplaces_percent_change_from_baseline";"residential_percent_change_from_baseline";"Total"
"Castellón/Castelló";2020-07-24;21;21;0;0;0;0;-1;13;132;-23;-23;4;16,63
"Castellón/Castelló";2020-07-25;15;15;0;1;0;0;-5;6;135;-22;2;0;15,33
"Castellón/Castelló";2020-07-26;6;6;0;0;0;0;-4;53;74;-26;17;-2;14,03
"Castellón/Castelló";2020-07-27;9;9;0;1;0;0;11;14;149;-22;-24;3;15,7533333333333
"Castellón/Castelló";2020-07-28;6;6;0;0;0;0;9;13;161;-24;-24;3;17,4766666666667
"Castellón/Castelló";2020-07-29;16;16;0;1;0;0;9;11;161;-23;-24;2;19,2
"Castellón/Castelló";2020-07-30;13;13;0;0;0;0;9;9;153;-17;-25;3;17,84
"Castellón/Castelló";2020-07-31;10;10;0;0;0;0;0;11;121;-19;-24;3;16,48
"Castellón/Castelló";2020-08-01;11;11;0;1;0;0;-3;8;133;-12;-1;0;15,12
"Castellón/Castelló";2020-08-02;8;8;0;0;0;0;0;63;78;-24;14;-2;13,76
"Castellón/Castelló";2020-08-03;8;8;0;0;0;0;26;28;189;-14;-30;3;15,1166666666667
"Castellón/Castelló";2020-08-04;16;16;0;0;0;0;22;21;226;-20;-30;3;16,4733333333333
"Castellón/Castelló";2020-08-05;18;18;0;1;0;0;24;23;226;-23;-30;3;17,83
"Castellón/Castelló";2020-08-06;13;13;0;1;0;0;22;20;228;-20;-33;4;16,8025
"Castellón/Castelló";2020-08-07;15;15;0;0;0;0;10;20;177;-24;-30;4;15,775
"Castellón/Castelló";2020-08-08;11;11;0;0;0;0;4;13;170;-15;-4;0;14,7475
"Castellón/Castelló";2020-08-09;9;9;0;0;0;0;9;70;104;-22;11;-2;13,72
"Castellón/Castelló";2020-08-10;26;26;0;0;0;0;32;32;235;-16;-36;4;15,0033333333333
"Castellón/Castelló";2020-08-11;29;29;0;2;0;0;32;30;265;-19;-37;4;16,2866666666667
"Castellón/Castelló";2020-08-12;40;40;0;2;0;0;24;21;233;-21;-36;5;17,57
"Castellón/Castelló";2020-08-13;20;20;0;0;0;0;26;24;250;-15;-37;5;16,5225
"Castellón/Castelló";2020-08-14;37;37;0;2;0;0;11;31;192;-18;-36;5;15,475
"Castellón/Castelló";2020-08-15;32;32;0;1;0;0;-4;-16;179;-12;-21;2;14,4275
"Castellón/Castelló";2020-08-16;32;32;0;1;0;0;10;83;103;-18;9;-2;13,38
"Castellón/Castelló";2020-08-17;50;50;0;3;0;0;28;36;227;-12;-39;5;14,6333333333333
"Castellón/Castelló";2020-08-18;59;59;0;2;2;0;24;28;262;-23;-38;6;15,8866666666667
"Castellón/Castelló";2020-08-19;59;59;0;3;0;0;20;20;256;-23;-38;5;17,14
"Castellón/Castelló";2020-08-20;53;53;0;3;1;0;19;22;244;-20;-39;6;15,575
"Castellón/Castelló";2020-08-21;60;60;0;2;1;0;4;18;187;-24;-38;8;14,01
"Castellón/Castelló";2020-08-22;75;75;0;3;0;0;-3;7;160;-19;-7;2;12,445
"Castellón/Castelló";2020-08-23;45;45;0;1;0;0;3;73;80;-20;12;1;10,88
"Castellón/Castelló";2020-08-24;77;77;0;7;0;0;17;18;182;-21;-34;6;13,0633333333333
"Castellón/Castelló";2020-08-25;68;68;0;5;0;0;14;18;211;-24;-32;6;15,2466666666667
"Castellón/Castelló";2020-08-26;72;72;0;1;0;0;13;15;199;-25;-31;6;17,43
"Castellón/Castelló";2020-08-27;63;63;0;3;2;0;13;13;190;-26;-31;6;16,265
"Castellón/Castelló";2020-08-28;62;62;0;5;1;0;-1;11;132;-29;-30;8;15,1
"Castellón/Castelló";2020-08-29;60;60;0;4;1;0;-5;6;106;-25;-3;4;13,935
"Castellón/Castelló";2020-08-30;40;40;0;1;0;2;-4;38;56;-26;24;0;12,77
"Castellón/Castelló";2020-08-31;45;45;0;3;0;1;7;11;104;-23;-24;5;14,7533333333333
"Castellón/Castelló";2020-09-01;57;57;0;5;1;0;4;10;101;-24;-22;5;16,7366666666667
"Castellón/Castelló";2020-09-02;65;65;0;6;0;0;3;6;113;-28;-21;5;18,72
"Castellón/Castelló";2020-09-03;72;72;0;8;1;0;4;9;107;-28;-21;5;17,4575
"Castellón/Castelló";2020-09-04;67;67;0;5;1;0;-2;6;91;-28;-19;5;16,195
"Castellón/Castelló";2020-09-05;57;57;0;3;0;0;-5;3;96;-32;6;1;14,9325
"Castellón/Castelló";2020-09-06;23;23;0;4;2;0;-12;24;39;-32;32;0;13,67
"Castellón/Castelló";2020-09-07;62;62;0;4;1;1;7;14;69;-22;-18;5;15,6166666666667
"Castellón/Castelló";2020-09-08;58;58;0;1;1;0;4;7;82;-24;-19;5;17,5633333333333
"Castellón/Castelló";2020-09-09;50;50;0;4;1;0;-2;2;59;-25;-17;5;19,51
"Castellón/Castelló";2020-09-10;48;48;0;4;0;1;3;9;84;-23;-17;3;18,095
"Castellón/Castelló";2020-09-11;53;53;0;5;1;0;0;6;92;-24;-18;3;16,68
"Castellón/Castelló";2020-09-12;36;36;0;6;2;0;-7;1;93;-30;9;1;15,265
"Castellón/Castelló";2020-09-13;40;40;0;4;1;1;-14;14;33;-29;39;-1;13,85
"Castellón/Castelló";2020-09-14;50;50;0;17;2;0;-2;4;53;-22;-10;3;15,98
"Castellón/Castelló";2020-09-15;48;48;0;4;1;1;-4;2;60;-22;-11;3;18,11
"Castellón/Castelló";2020-09-16;63;63;0;3;0;2;-7;-3;53;-23;-12;3;20,24
"Castellón/Castelló";2020-09-17;48;48;0;5;3;1;-7;0;50;-26;-12;3;18,5325
"Castellón/Castelló";2020-09-18;60;60;0;8;3;1;-14;-1;20;-28;-11;5;16,825
"Castellón/Castelló";2020-09-19;39;39;0;4;1;0;-12;-3;54;-32;11;2;15,1175
"Castellón/Castelló";2020-09-20;39;39;0;6;0;0;-20;-6;18;-36;35;1;13,41
"Castellón/Castelló";2020-09-21;47;47;0;8;1;0;-6;1;40;-24;-10;3;15,6266666666667
"Castellón/Castelló";2020-09-22;58;58;0;2;0;3;-10;0;38;-23;-11;4;17,8433333333333
"Castellón/Castelló";2020-09-23;64;64;0;5;0;1;-13;1;34;-23;-9;4;20,06
"Castellón/Castelló";2020-09-24;56;56;0;6;2;0;-12;3;39;-24;-10;5;17,92
"Castellón/Castelló";2020-09-25;68;68;0;3;1;0;-14;7;25;-20;-8;4;15,78
"Castellón/Castelló";2020-09-26;48;48;0;4;0;1;-14;2;40;-27;11;3;13,64
"Castellón/Castelló";2020-09-27;35;35;0;2;0;0;-25;-7;0;-28;34;3;11,5
"Castellón/Castelló";2020-09-28;56;56;0;7;2;0;-11;4;16;-15;-6;4;13,7666666666667
"Castellón/Castelló";2020-09-29;62;62;0;6;0;2;-12;4;23;-19;-6;4;16,0333333333333
"Castellón/Castelló";2020-09-30;73;73;0;5;2;2;-14;2;20;-18;-7;3;18,3
"Castellón/Castelló";2020-10-01;51;49;0;4;0;0;-14;7;19;-17;-5;3;17,0575
"Castellón/Castelló";2020-10-02;55;55;0;5;0;0;-21;5;-8;-10;-5;5;15,815
"Castellón/Castelló";2020-10-03;49;49;0;2;0;0;-14;4;24;-17;11;3;14,5725
"Castellón/Castelló";2020-10-04;40;40;0;4;1;0;-26;-4;-8;-31;28;3;13,33
"Castellón/Castelló";2020-10-05;50;50;0;6;1;0;-10;7;14;-8;-5;3;15,5966666666667
"Castellón/Castelló";2020-10-06;49;49;0;3;1;1;-11;7;24;-7;-5;3;17,8633333333333
"Castellón/Castelló";2020-10-07;62;62;0;4;0;1;-11;7;24;-8;-4;2;20,13
"Castellón/Castelló";2020-10-08;72;71;0;3;0;0;1;28;38;2;-8;-1;18,5775
"Castellón/Castelló";2020-10-09;60;60;0;3;0;0;-31;-63;76;-29;-61;14;17,025
"Castellón/Castelló";2020-10-10;59;56;0;3;0;0;-10;22;62;-18;1;3;15,4725
"Castellón/Castelló";2020-10-11;54;53;0;1;0;0;-7;4;46;-31;19;1;13,92
"Castellón/Castelló";2020-10-12;66;65;0;5;0;1;-15;-37;87;-26;-62;11;15,9866666666667
"Castellón/Castelló";2020-10-13;49;48;0;5;0;1;-12;18;23;-2;-7;3;18,0533333333333
"Castellón/Castelló";2020-10-14;115;111;0;6;1;1;-15;9;9;-5;-4;4;20,12
"Castellón/Castelló";2020-10-15;83;81;0;4;1;1;-14;7;14;-4;-5;4;18,39
"Castellón/Castelló";2020-10-16;103;99;0;8;1;1;-17;6;7;-4;-3;4;16,66
"Castellón/Castelló";2020-10-17;103;96;0;6;4;1;-18;2;20;-13;10;4;14,93
"Castellón/Castelló";2020-10-18;90;83;0;6;0;1;-27;-10;-5;-30;25;3;13,2
"Castellón/Castelló";2020-10-19;142;129;0;7;2;0;-14;4;5;-8;-4;4;15,5033333333333
"Castellón/Castelló";2020-10-20;169;155;0;12;2;0;-17;3;6;-9;-5;4;17,8066666666667
"Castellón/Castelló";2020-10-21;156;137;0;10;1;0;-15;1;9;-8;-4;4;20,11
"Castellón/Castelló";2020-10-22;173;159;0;15;1;1;-18;1;-12;-10;-6;6;18,395
"Castellón/Castelló";2020-10-23;156;145;0;11;0;2;-16;8;7;-4;-4;4;16,68
"Castellón/Castelló";2020-10-24;154;132;0;7;0;0;-19;1;17;-16;5;5;14,965
"Castellón/Castelló";2020-10-25;125;112;0;9;3;1;-27;-5;-5;-28;19;4;13,25
"Castellón/Castelló";2020-10-26;159;132;0;9;1;1;-14;4;-4;-6;-4;4;15,4866666666667
"Castellón/Castelló";2020-10-27;196;172;0;17;2;2;-15;5;8;-5;-5;4;17,7233333333333
"Castellón/Castelló";2020-10-28;170;152;0;13;2;1;-17;1;6;-9;-5;5;19,96
"Castellón/Castelló";2020-10-29;167;151;0;5;3;0;-16;5;10;-6;-6;5;18,085
"Castellón/Castelló";2020-10-30;187;172;0;14;1;3;-22;6;2;-11;-5;5;16,21
"Castellón/Castelló";2020-10-31;163;150;0;11;2;4;-25;0;10;-26;3;6;14,335
"Castellón/Castelló";2020-11-01;149;134;0;8;2;3;-33;-10;-11;-38;10;5;12,46
"Castellón/Castelló";2020-11-02;191;166;0;15;1;1;-19;1;2;-13;-7;5;14,5266666666667
"Castellón/Castelló";2020-11-03;205;171;0;12;0;3;-19;3;3;-12;-7;5;16,5933333333333
"Castellón/Castelló";2020-11-04;228;198;0;12;2;3;-29;-10;-41;-27;-10;9;18,66
"Castellón/Castelló";2020-11-05;225;186;0;14;0;4;-30;-8;-43;-30;-11;10;16,6525
"Castellón/Castelló";2020-11-06;193;148;0;12;3;1;-27;2;-31;-37;-8;9;14,645
"Castellón/Castelló";2020-11-07;166;139;0;8;3;3;-29;-2;-28;-51;-4;10;12,6375
"Castellón/Castelló";2020-11-08;131;104;0;15;1;0;-36;-16;-22;-50;5;7;10,63
"Castellón/Castelló";2020-11-09;191;149;0;13;1;2;-18;0;-8;-34;-8;5;12,5033333333333
"Castellón/Castelló";2020-11-10;172;130;0;14;3;0;-18;0;0;-30;-8;5;14,3766666666667
"Castellón/Castelló";2020-11-11;182;143;0;11;0;4;-20;-2;-2;-32;-8;5;16,25
"Castellón/Castelló";2020-11-12;169;139;0;18;0;3;-20;-1;-3;-30;-9;6;14,9475
"Castellón/Castelló";2020-11-13;164;137;0;15;3;2;-23;1;-10;-31;-7;7;13,645
"Castellón/Castelló";2020-11-14;143;117;0;8;1;2;-28;-6;-10;-44;-3;8;12,3425
"Castellón/Castelló";2020-11-15;72;58;0;6;2;1;-34;-16;-13;-47;-1;6;11,04
"Castellón/Castelló";2020-11-16;135;104;0;15;0;1;-21;-3;-8;-30;-7;5;13,77
"Castellón/Castelló";2020-11-17;113;96;0;15;2;3;-20;-1;0;-29;-8;5;16,5
"Castellón/Castelló";2020-11-18;117;99;0;9;2;2;-21;-4;-4;-33;-8;5;19,23
"Castellón/Castelló";2020-11-19;98;80;0;8;2;1;-19;-1;-4;-31;-9;6;17,43
"Castellón/Castelló";2020-11-20;113;98;0;11;0;1;-23;1;-12;-29;-7;7;15,63
"Castellón/Castelló";2020-11-21;83;72;0;4;0;0;-25;-4;-7;-42;-3;7;13,83
"Castellón/Castelló";2020-11-22;55;39;0;11;0;4;-33;-15;-25;-47;-2;6;12,03
"Castellón/Castelló";2020-11-23;88;65;0;8;4;1;-19;-2;-14;-30;-7;5;14,4333333333333
"Castellón/Castelló";2020-11-24;103;79;0;11;1;1;-18;0;-8;-30;-8;5;16,8366666666667
"Castellón/Castelló";2020-11-25;79;57;0;16;0;2;-17;1;-13;-28;-7;5;19,24
"Castellón/Castelló";2020-11-26;98;77;0;12;1;3;-21;0;-34;-35;-9;7;17,3325
"Castellón/Castelló";2020-11-27;93;67;0;15;3;1;-29;-4;-52;-39;-9;10;15,425
"Castellón/Castelló";2020-11-28;80;56;0;11;5;1;-23;1;-36;-43;-2;8;13,5175
"Castellón/Castelló";2020-11-29;54;39;0;5;1;1;-26;11;-37;-45;4;6;11,61
"Castellón/Castelló";2020-11-30;95;70;0;6;0;0;-15;0;-18;-28;-6;5;14,06
"Castellón/Castelló";2020-12-01;92;74;0;6;0;2;-15;3;-11;-29;-7;5;16,51
"Castellón/Castelló";2020-12-02;92;67;0;8;0;2;-18;0;-23;-31;-7;5;18,96
"Castellón/Castelló";2020-12-03;91;66;0;10;0;3;-16;5;-14;-29;-7;5;17,2625
"Castellón/Castelló";2020-12-04;110;89;0;8;1;1;-20;6;-28;-27;-7;7;15,565
"Castellón/Castelló";2020-12-05;84;61;0;3;0;1;-20;2;-10;-38;-3;6;13,8675
"Castellón/Castelló";2020-12-06;79;50;0;4;1;1;-18;32;-24;-47;-1;6;12,17
"Castellón/Castelló";2020-12-07;95;60;0;5;0;1;3;21;4;-36;-28;7;14,0366666666667
"Castellón/Castelló";2020-12-08;119;69;0;9;2;3;-38;-65;15;-54;-70;20;15,9033333333333
"Castellón/Castelló";2020-12-09;165;112;0;9;0;3;-16;12;-19;-30;-7;5;17,77
"Castellón/Castelló";2020-12-10;173;130;0;9;1;3;-16;6;-15;-31;-7;5;16,35
"Castellón/Castelló";2020-12-11;196;140;0;6;1;2;-21;5;-28;-34;-6;7;14,93
"Castellón/Castelló";2020-12-12;181;135;0;8;2;0;-23;-3;-17;-41;0;7;13,51
"Castellón/Castelló";2020-12-13;119;73;0;9;0;4;-23;24;-25;-48;4;6;12,09
"Castellón/Castelló";2020-12-14;189;124;0;17;1;1;-16;1;-21;-31;-6;5;14,4333333333333
"Castellón/Castelló";2020-12-15;219;163;0;10;0;3;-14;4;-9;-31;-8;4;16,7766666666667
"Castellón/Castelló";2020-12-16;231;180;0;17;1;0;-16;2;-13;-33;-7;5;19,12
"Castellón/Castelló";2020-12-17;209;147;0;6;0;1;-15;5;-12;-30;-8;5;17,3175
"Castellón/Castelló";2020-12-18;229;167;0;14;0;0;-20;4;-19;-30;-7;6;15,515
"Castellón/Castelló";2020-12-19;196;141;0;14;5;3;-23;-1;-17;-38;-1;6;13,7125
"Castellón/Castelló";2020-12-20;145;95;0;8;1;3;-21;39;-28;-43;1;6;11,91
"Castellón/Castelló";2020-12-21;216;156;0;18;2;4;-6;14;-14;-31;-11;5;13,7433333333333
"Castellón/Castelló";2020-12-22;223;160;0;11;3;3;-3;18;-4;-29;-14;5;15,5766666666667
"Castellón/Castelló";2020-12-23;236;177;0;17;0;3;0;35;-1;-29;-27;6;17,41
"Castellón/Castelló";2020-12-24;260;185;0;10;1;2;-14;27;-14;-49;-46;12;15,625
"Castellón/Castelló";2020-12-25;183;131;0;11;2;3;-70;-79;-44;-74;-82;27;13,84
"Castellón/Castelló";2020-12-26;175;123;0;16;2;2;-31;-9;-22;-52;-20;11;12,055
"Castellón/Castelló";2020-12-27;191;117;0;16;3;3;-34;-7;-25;-51;-15;8;10,27
"Castellón/Castelló";2020-12-28;376;234;0;12;4;5;-6;14;-8;-44;-37;11;12,0233333333333
"Castellón/Castelló";2020-12-29;347;240;0;18;2;5;-7;16;6;-44;-37;10;13,7766666666667
"Castellón/Castelló";2020-12-30;324;228;0;17;1;2;-6;33;3;-41;-36;10;15,53
"Ceuta";2020-03-16;5;5;0;0;0;0;-79;-53;-80;-80;-52;4,32876712328767;12,32
"Ceuta";2020-03-17;4;4;0;0;0;0;-82;-59;-82;-80;-58;4,43835616438356;11
"Ceuta";2020-03-18;4;4;0;0;0;0;-82;-60;-83;-80;-62;4,54794520547945;9,68
"Ceuta";2020-03-19;3;3;0;0;0;0;-84;-62;-82;-80;-63;4,65753424657534;9,575
"Ceuta";2020-03-20;6;6;0;0;0;0;-86;-62;-85;-80;-65;4,76712328767123;9,47
"Ceuta";2020-03-21;6;6;0;0;0;0;-88;-65;-88;-80;-66;4,87671232876712;7,61
"Ceuta";2020-03-22;7;7;0;0;0;0;-87;-78;-89;-80;-64;4,98630136986301;5,75
"Ceuta";2020-03-23;3;3;0;0;0;0;-82;-64;-84;-80;-67;5,0958904109589;7,79
"Ceuta";2020-03-24;7;7;0;1;0;0;-87;-71;-89;-80;-68;5,20547945205479;9,83
"Ceuta";2020-03-25;7;7;0;1;2;0;-85;-64;-86;-80;-69;5,31506849315068;9,795
"Ceuta";2020-03-26;4;4;0;0;0;0;-84;-68;-86;-80;-68;5,42465753424658;9,76
"Ceuta";2020-03-27;1;1;0;0;0;1;-86;-63;-87;-80;-67;5,53424657534247;8,82
"Ceuta";2020-03-28;4;4;0;1;0;0;-88;-65;-89;-80;-67;5,64383561643836;7,88
"Ceuta";2020-03-29;7;7;0;2;0;0;-89;-78;-91;-80;-64;5,75342465753425;8,63
"Ceuta";2020-03-30;3;3;0;3;1;0;-84;-65;-86;-80;-70;5,86301369863014;9,38
"Ceuta";2020-03-31;1;1;0;0;0;0;-89;-68;-86;-80;-71;5,97260273972603;8,89
"Ceuta";2020-04-01;2;2;0;1;1;0;-90;-66;-86;-80;-70;6,08219178082192;8,45
"Ceuta";2020-04-02;0;0;0;0;0;0;-90;-66;-87;-80;-71;6,19178082191781;8,26
"Ceuta";2020-04-03;1;1;0;0;0;1;-87;-61;-87;-80;-69;6,3013698630137;9,32
"Ceuta";2020-04-04;2;2;0;0;0;0;-89;-67;-89;-80;-68;6,41095890410959;6,88
"Ceuta";2020-04-05;2;2;0;0;0;1;-90;-82;-91;-80;-66;6,52054794520548;4,89
"Ceuta";2020-04-06;2;2;0;0;0;1;-83;-66;-85;-80;-71;6,63013698630137;7,78
"Ceuta";2020-04-07;0;0;0;0;0;0;-93;-53;-85;-80;-70;6,73972602739726;8,97
"Ceuta";2020-04-08;0;0;0;0;0;0;-92;-45;-84;-80;-69;6,84931506849315;8,93
"Ceuta";2020-04-09;2;2;0;0;0;0;-97;-78;-92;-80;-87;6,95890410958904;5,73
"Ceuta";2020-04-10;1;1;0;0;0;0;-97;-84;-92;-80;-86;7,06849315068493;5,32
"Ceuta";2020-04-11;0;0;0;0;0;0;-95;-49;-87;-80;-66;7,17808219178082;6,46
"Ceuta";2020-04-12;0;0;0;0;0;0;-96;-50,5;-91;-80;-64;7,28767123287671;4,87
"Ceuta";2020-04-13;1;1;0;0;0;0;-90;-52;-83;-80;-66;7,3972602739726;8,62
"Ceuta";2020-04-14;0;0;0;0;0;0;-92;-53;-84;-80;-66;7,50684931506849;9,57
"Ceuta";2020-04-15;0;0;0;0;0;0;-92;-54;-84;-80;-67;7,61643835616438;9,63
"Ceuta";2020-04-16;1;1;0;0;0;0;-92;-54;-84;-80;-67;7,72602739726027;10,16
"Ceuta";2020-04-17;0;0;0;0;0;0;-93;-52;-84;-80;-65;7,83561643835616;9,23
"Ceuta";2020-04-18;0;0;0;0;0;0;-94;-60;-88;-80;-61;7,94520547945205;6,98
"Ceuta";2020-04-19;0;0;0;0;0;0;-96;-70;-91;-80;-63;8,05479452054795;5,51
"Ceuta";2020-04-20;1;1;0;0;0;0;-91;-63;-85;-80;-65;8,16438356164383;8,81
"Ceuta";2020-04-21;0;0;0;1;0;0;-90;-65;-87;-80;-65;8,27397260273973;9,38
"Ceuta";2020-04-22;1;1;0;0;0;0;-89;-56;-82;-80;-63;8,38356164383562;10,28
"Ceuta";2020-04-23;0;0;0;0;0;0;-89;-57;-83;-78;-63;8,49315068493151;9,53
"Ceuta";2020-04-24;0;0;0;0;0;0;-91;-58;-80;-71;-63;8,6027397260274;9,51
"Ceuta";2020-04-25;1;1;0;0;0;0;-94;-60;-86;-78;-63;8,71232876712329;7,1
"Ceuta";2020-04-26;0;0;0;0;0;0;-95;-67;-83;-76,5;-58;8,82191780821918;5,48
"Ceuta";2020-04-27;1;1;0;0;0;0;-88;-59;-77;-75;-63;8,93150684931507;9,13
"Ceuta";2020-04-28;1;1;0;0;0;0;-88;-56;-78;-73,5;-60;9,04109589041096;10,07
"Ceuta";2020-04-29;4;4;0;0;0;0;-88;-53;-76;-72;-61;9,15068493150685;10,03
"Ceuta";2020-04-30;0;0;0;0;0;0;-88;-46;-76;-70;-62;9,26027397260274;10,13
"Ceuta";2020-05-01;1;1;0;0;0;0;-96;-83;-83;-69,6666666666667;-84;9,36986301369863;7,34
"Ceuta";2020-05-02;2;2;0;0;0;0;-88;-37;-58;-69,3333333333333;-51;9,47945205479452;8,18
"Ceuta";2020-05-03;0;0;0;0;0;0;-88;-40,5;-57;-69;-51;9,58904109589041;7,77
"Ceuta";2020-05-04;0;0;0;0;0;0;-82;-44;-53;-68,6666666666667;-58;9,6986301369863;11,63
"Ceuta";2020-05-05;0;0;0;1;0;0;-82;-43;-56;-68,3333333333333;-57;9,80821917808219;11,72
"Ceuta";2020-05-06;1;1;0;0;0;0;-83;-45;-54;-68;-56;9,91780821917808;11,9
"Ceuta";2020-05-07;1;1;0;0;0;0;-84;-47;-57;-71;-55;10,027397260274;11,3
"Ceuta";2020-05-08;0;0;0;0;0;0;-85;-44;-57;-70,1666666666667;-54;10,1369863013699;11,66
"Ceuta";2020-05-09;0;0;0;0;0;0;-88;-44;-62;-69,3333333333333;-50;10,2465753424658;8,15
"Ceuta";2020-05-10;0;0;0;0;0;0;-92;-57;-75;-68,5;-49;10,3561643835616;6,88
"Ceuta";2020-05-11;1;1;0;0;0;0;-70;-31;-45;-67,6666666666667;-48;10,4657534246575;12,37
"Ceuta";2020-05-12;2;2;0;0;0;0;-75;-40;-61;-66,8333333333333;-49;10,5753424657534;12,78
"Ceuta";2020-05-13;0;0;0;0;0;0;-76;-39;-59;-66;-49;10,6849315068493;13,45
"Ceuta";2020-05-14;0;0;0;0;0;0;-74;-38;-66;-64;-48;10,7945205479452;12,57
"Ceuta";2020-05-15;0;0;0;0;0;0;-74;-35;-56;-63,1666666666667;-46;10,9041095890411;12,62
"Ceuta";2020-05-16;1;1;0;0;0;0;-71;-30;-47;-62,3333333333333;-35;11,013698630137;10,7
"Ceuta";2020-05-17;0;0;0;0;0;0;-74;-31;-43;-61,5;-31;11,1232876712329;8,88
"Ceuta";2020-05-18;2;2;0;0;0;0;-59;-29;-36;-60,6666666666667;-44;11,2328767123288;13,1
"Ceuta";2020-05-19;3;3;0;0;0;0;-61;-31;-41;-59,8333333333333;-43;11,3424657534247;14,06
"Ceuta";2020-05-20;1;1;0;0;0;0;-60;-28;-35;-59;-43;11,4520547945205;13,93
"Ceuta";2020-05-21;1;1;0;1;0;0;-59;-29;-42;-59;-43;11,5616438356164;15,36
"Ceuta";2020-05-22;0;0;0;0;0;0;-61;-30;-43;-59;-38;11,6712328767123;14,15
"Ceuta";2020-05-23;5;5;0;0;0;0;-62;-20;-38;-59;-23;11,7808219178082;12,26
"Ceuta";2020-05-24;2;2;0;0;0;0;-68;-34;-36;-59;-11;11,8904109589041;12,16
"Ceuta";2020-05-25;5;5;0;1;0;0;-45;-24;-20;-59;-42;12;15
"Ceuta";2020-05-26;1;1;0;0;0;0;-49;-21;-21;-59;-37;11;15,72
"Ceuta";2020-05-27;2;2;0;0;0;0;-47;-23;-26;-59;-37;12;14,92
"Ceuta";2020-05-28;5;5;0;0;0;0;-54;-25;-41;-59;-38;13;14,31
"Ceuta";2020-05-29;2;2;0;0;0;0;-57;-25;-31;-59;-35;16;14,34
"Ceuta";2020-05-30;3;3;0;1;0;0;-56;-21;-32;-59;-20;14,3333333333333;12,29
"Ceuta";2020-05-31;1;1;0;0;0;0;-69;-25;-43;-59;-23;12,6666666666667;10,08
"Ceuta";2020-06-01;4;4;0;1;0;0;-42;-20;-18;-59;-35;11;13,84
"Ceuta";2020-06-02;2;2;0;0;0;1;-48;-22;-22;-59;-34;11;14,92
"Ceuta";2020-06-03;4;4;0;0;0;0;-47;-21;-6;-59;-35;10;15,73
"Ceuta";2020-06-04;0;0;0;0;0;0;-51;-23;-35;-59;-37;11;15,04
"Ceuta";2020-06-05;0;0;0;0;0;0;-47;-23;-12;-59;-32;13;15,09
"Ceuta";2020-06-06;0;0;0;0;0;0;-50;-18;2;-59;-14;12;13,4
"Ceuta";2020-06-07;0;0;0;0;0;0;-60;-17;-33;-59;-21;11;10,03
"Ceuta";2020-06-08;0;0;0;0;0;0;-39;-15;-8;-59;-33;10;13,77
"Ceuta";2020-06-09;0;0;0;0;0;0;-42;-19;-11;-59;-31;9;14,43
"Ceuta";2020-06-10;0;0;0;0;0;0;-40;-17;6;-59;-32;9;16
"Ceuta";2020-06-11;0;0;0;0;0;0;-29;-19;-28;-59;-33;10;11,78
"Ceuta";2020-06-12;0;0;0;0;0;0;-39;-24;-38;-59;-31;14;11,26
"Ceuta";2020-06-13;0;0;0;0;0;0;-35;-31;11;-59;-22;12;11,33
"Ceuta";2020-06-14;0;0;0;0;0;0;-27;-15;8;-59;-9;10;9,94
"Ceuta";2020-06-15;0;0;0;0;0;0;-17;-13;2;-59;-27;8;12,78
"Ceuta";2020-06-16;0;0;0;0;0;0;-22;-19;-1;-59;-27;8;13,69
"Ceuta";2020-06-17;0;0;0;0;0;0;-20;-18;12;-59;-26;8;14,82
"Ceuta";2020-06-18;0;0;0;0;0;0;-21;-18;2;-59;-26;7;14,83
"Ceuta";2020-06-19;0;0;0;0;0;0;-26;-21;5;-59;-22;9;15,32
"Ceuta";2020-06-20;0;0;0;0;0;0;-27;-22;25;-59;-3;8;13,99
"Ceuta";2020-06-21;0;0;0;0;0;0;-25;-18;21;-59;-5;7;14,7575
"Ceuta";2020-06-22;0;0;0;0;0;0;-15;-19;5;-59;-30;6;15,525
"Ceuta";2020-06-23;0;0;0;0;0;0;-16;-18;-1;-59;-26;5;16,2925
"Ceuta";2020-06-24;0;0;0;0;0;0;-17;-19;13;-59;-26;5;17,06
"Ceuta";2020-06-25;0;0;0;0;0;0;-12;-16;-2;-59;-25;4;16,1925
"Ceuta";2020-06-26;0;0;0;0;0;0;-17;-17;2;-59;-22;5;15,325
"Ceuta";2020-06-27;0;0;0;0;0;0;-20;-23;15;-59;-4;4,66666666666667;14,4575
"Ceuta";2020-06-28;0;0;0;0;0;0;-16;-17;16;-59;6;4,33333333333333;13,59
"Ceuta";2020-06-29;0;0;0;0;0;0;0;-11;3;-59;-25;4;14,4933333333333
"Ceuta";2020-06-30;0;0;0;0;0;0;-10;-16;11;-59;-24;3;15,3966666666667
"Ceuta";2020-07-01;0;0;0;0;0;0;-8;-16;19;-59;-26;2;16,3
"Ceuta";2020-07-02;0;0;0;0;0;0;-12;-20;3;-59;-24;3;15,5325
"Ceuta";2020-07-03;0;0;0;0;0;0;-21;-20;11;-59;-23;4;14,765
"Ceuta";2020-07-04;0;0;0;0;0;0;-26;-24;7;-59;-7;4;13,9975
