"sub_region_2";"fecha";"num_casos.x";"num_casos_prueba_pcr";"num_casos_prueba_desconocida";"num_hosp";"num_uci";"num_def";"retail_and_recreation_percent_change_from_baseline";"grocery_and_pharmacy_percent_change_from_baseline";"parks_percent_change_from_baseline";"transit_stations_percent_change_from_baseline";"workplaces_percent_change_from_baseline";"residential_percent_change_from_baseline";"Total"
"Lleida";2020-09-17;51;50;0;2;0;0;-16;-5;48;-5;-22;2;18,915
"Lleida";2020-09-18;63;62;0;4;0;1;-23;-7;22;-7;-23;4;17,38
"Lleida";2020-09-19;27;27;0;2;0;1;-23;-7;30;-10;-9;2;15,845
"Lleida";2020-09-20;44;42;1;3;0;0;-24;1;48;-10;-1;0;14,31
"Lleida";2020-09-21;68;65;0;2;0;1;-15;-6;59;3;-21;2;16,2666666666667
"Lleida";2020-09-22;58;57;0;3;0;0;-19;-2;48;-1;-20;3;18,2233333333333
"Lleida";2020-09-23;56;53;0;2;0;1;-20;1;44;4;-19;3;20,18
"Lleida";2020-09-24;55;55;0;2;0;2;-18;2;47;9;-21;4;18,025
"Lleida";2020-09-25;55;54;0;1;0;0;-25;0;25;1;-21;5;15,87
"Lleida";2020-09-26;33;33;0;0;0;2;-27;-4;38;-2;-11;4;13,715
"Lleida";2020-09-27;40;40;0;2;0;1;-29;-2;24;-6;-2;3;11,56
"Lleida";2020-09-28;71;70;0;3;0;0;-16;1;57;6;-20;4;13,6333333333333
"Lleida";2020-09-29;70;70;0;2;0;1;-31;-21;55;-18;-38;8;15,7066666666667
"Lleida";2020-09-30;60;59;0;0;0;2;-19;8;28;6;-17;3;17,78
"Lleida";2020-10-01;84;84;0;0;0;0;-19;7;18;6;-14;2;16,7925
"Lleida";2020-10-02;111;110;0;3;0;1;-28;1;-18;9;-15;5;15,805
"Lleida";2020-10-03;52;52;0;2;0;0;-24;2;6;10;-11;3;14,8175
"Lleida";2020-10-04;59;59;0;1;0;0;-31;8;10;-1;-5;2;13,83
"Lleida";2020-10-05;122;121;0;2;1;1;-19;4;38;21;-14;2;15,9233333333333
"Lleida";2020-10-06;100;100;0;1;0;0;-19;5;31;14;-14;2;18,0166666666667
"Lleida";2020-10-07;132;129;0;3;0;0;-19;4;27;11;-13;2;20,11
"Lleida";2020-10-08;136;136;0;2;0;0;-18;3;35;10;-14;3;19,015
"Lleida";2020-10-09;113;111;0;1;0;2;-17;10;49;21;-14;2;17,92
"Lleida";2020-10-10;123;123;0;2;0;4;-17;12;72;18;-9;1;16,825
"Lleida";2020-10-11;114;114;0;3;0;0;-10;30;119;9;-9;1;15,73
"Lleida";2020-10-12;117;116;1;4;0;1;-26;-41;175;2;-71;14;17,16
"Lleida";2020-10-13;150;150;0;1;0;1;-21;14;28;12;-14;3;18,59
"Lleida";2020-10-14;183;182;0;1;0;0;-23;4;10;5;-13;4;20,02
"Lleida";2020-10-15;179;177;0;5;0;0;-21;5;5;6;-14;4;18,09
"Lleida";2020-10-16;219;218;0;6;1;1;-47;10;11;7;-16;6;16,16
"Lleida";2020-10-17;139;139;0;2;0;1;-53;4;17;-3;-19;8;14,23
"Lleida";2020-10-18;136;135;1;1;0;2;-64;2;20;-9;-19;6;12,3
"Lleida";2020-10-19;178;178;0;3;0;3;-44;-1;34;12;-15;5;14,3933333333333
"Lleida";2020-10-20;249;246;0;3;1;2;-48;2;10;0;-16;6;16,4866666666667
"Lleida";2020-10-21;249;246;0;2;0;1;-45;4;18;6;-16;6;18,58
"Lleida";2020-10-22;209;206;1;3;0;2;-48;0;-16;-2;-17;8;17,0375
"Lleida";2020-10-23;229;229;0;2;0;4;-47;12;13;8;-17;7;15,495
"Lleida";2020-10-24;163;163;0;2;1;1;-52;4;23;-2;-21;8;13,9525
"Lleida";2020-10-25;143;142;0;4;0;1;-61;6;24;-9;-19;5;12,41
"Lleida";2020-10-26;196;196;0;1;0;0;-44;1;19;5;-14;7;14,43
"Lleida";2020-10-27;226;224;0;1;0;0;-44;9;20;2;-15;6;16,45
"Lleida";2020-10-28;193;192;0;3;0;1;-44;8;23;2;-15;7;18,47
"Lleida";2020-10-29;230;230;0;2;0;0;-42;17;23;8;-17;6;15,9175
"Lleida";2020-10-30;230;228;0;3;0;1;-53;7;-5;-13;-20;11;13,365
"Lleida";2020-10-31;128;127;0;2;0;2;-63;-7;-25;-37;-25;14;10,8125
"Lleida";2020-11-01;159;159;0;4;0;3;-71;-21;-15;-41;-30;12;8,26
"Lleida";2020-11-02;246;242;1;7;0;2;-43;0;43;9;-20;7;11,2866666666667
"Lleida";2020-11-03;204;201;0;3;0;3;-48;-1;2;-8;-19;8;14,3133333333333
"Lleida";2020-11-04;202;200;0;6;0;1;-50;-3;-20;-14;-20;11;17,34
"Lleida";2020-11-05;177;175;0;3;1;3;-45;7;5;-1;-19;8;14,8175
"Lleida";2020-11-06;214;211;0;1;1;5;-53;0;-18;-15;-21;12;12,295
"Lleida";2020-11-07;175;173;1;3;1;4;-67;-18;-59;-50;-30;18;9,7725
"Lleida";2020-11-08;113;112;0;0;0;2;-70;-19;-21;-38;-30;12;7,25
"Lleida";2020-11-09;124;123;1;0;1;1;-43;-3;32;4;-20;8;10,6433333333333
"Lleida";2020-11-10;244;240;0;3;0;3;-45;2;15;-4;-20;8;14,0366666666667
"Lleida";2020-11-11;144;142;0;2;1;1;-46;3;10;-5;-19;8;17,43
"Lleida";2020-11-12;145;145;0;3;0;7;-46;5;9;-2;-20;8;15,0325
"Lleida";2020-11-13;154;153;0;1;0;2;-52;1;-14;-11;-21;11;12,635
"Lleida";2020-11-14;127;127;0;5;0;0;-60;-8;-21;-30;-26;13;10,2375
"Lleida";2020-11-15;72;70;2;4;0;2;-71;-22;-19;-37;-31;12;7,84
"Lleida";2020-11-16;147;145;0;5;0;5;-43;-2;30;7;-17;7;11,47
"Lleida";2020-11-17;122;120;0;8;1;3;-44;1;21;0;-17;7;15,1
"Lleida";2020-11-18;135;132;0;1;0;4;-44;2;16;0;-18;7;18,73
"Lleida";2020-11-19;114;113;0;4;0;2;-46;4;6;-2;-19;8;16,175
"Lleida";2020-11-20;139;138;0;2;0;4;-50;1;-12;-9;-19;11;13,62
"Lleida";2020-11-21;97;97;0;5;0;1;-60;-8;-24;-30;-25;13;11,065
"Lleida";2020-11-22;80;80;0;0;0;1;-69;-23;-17;-35;-29;11;8,51
"Lleida";2020-11-23;96;93;1;2;0;4;-30;-6;19;4;-14;5;11,8533333333333
"Lleida";2020-11-24;113;108;0;2;0;2;-30;0;9;-2;-15;6;15,1966666666667
"Lleida";2020-11-25;180;180;0;4;0;3;-29;3;4;1;-15;6;18,54
"Lleida";2020-11-26;114;108;1;5;0;6;-30;4;-6;0;-15;6;16,105
"Lleida";2020-11-27;118;116;0;3;0;1;-35;0;-24;-9;-16;9;13,67
"Lleida";2020-11-28;55;55;0;2;0;4;-46;-8;-43;-33;-19;12;11,235
"Lleida";2020-11-29;55;55;0;1;0;3;-48;-14;-25;-32;-19;10;8,8
"Lleida";2020-11-30;91;87;0;5;0;8;-27;-2;13;5;-13;5;12,1666666666667
"Lleida";2020-12-01;86;85;0;1;0;0;-27;5;0;-4;-13;6;15,5333333333333
"Lleida";2020-12-02;82;81;0;5;0;0;-26;5;1;-2;-13;6;18,9
"Lleida";2020-12-03;85;84;0;3;0;0;-25;8;4;3;-14;5;16,425
"Lleida";2020-12-04;77;73;0;1;0;0;-34;3;-13;-5;-16;8;13,95
"Lleida";2020-12-05;52;52;0;2;0;0;-43;-4;-30;-27;-16;11;11,475
"Lleida";2020-12-06;44;44;0;1;0;0;-49;-15;-28;-41;-22;10;9
"Lleida";2020-12-07;74;73;0;1;0;2;-11;19;39;-2;-46;11;12,0633333333333
"Lleida";2020-12-08;52;51;0;2;0;0;-42;-51;22;-34;-74;21;15,1266666666667
"Lleida";2020-12-09;117;115;0;1;1;0;-26;11;-4;1;-13;5;18,19
"Lleida";2020-12-10;113;110;2;1;0;0;-26;8;-8;-3;-14;6;15,955
"Lleida";2020-12-11;104;104;0;3;0;0;-37;-2;-33;-16;-15;10;13,72
"Lleida";2020-12-12;105;105;0;1;0;0;-43;-7;-41;-30;-15;12;11,485
"Lleida";2020-12-13;78;77;0;1;0;1;-43;-8;-18;-30;-15;9;9,25
"Lleida";2020-12-14;106;104;0;2;0;0;-24;0;10;3;-13;5;12,6
"Lleida";2020-12-15;106;104;0;1;0;1;-25;5;2;0;-13;5;15,95
"Lleida";2020-12-16;114;111;0;0;0;0;-25;6;0;1;-13;5;19,3
"Lleida";2020-12-17;99;96;0;1;0;0;-26;8;-4;0;-14;5;16,8575
"Lleida";2020-12-18;102;100;0;0;0;0;-33;3;-21;-7;-15;8;14,415
"Lleida";2020-12-19;70;70;0;0;0;0;-40;-1;-35;-23;-14;10;11,9725
"Lleida";2020-12-20;80;80;0;2;0;0;-39;11;-34;-28;-14;9;9,53
"Lleida";2020-12-21;128;128;0;1;0;0;-25;14;22;11;-18;6;12,1866666666667
"Lleida";2020-12-22;123;119;0;3;1;0;-29;21;9;-5;-31;9;14,8433333333333
"Lleida";2020-12-23;125;124;0;0;0;0;-24;39;11;4;-34;9;17,5
"Lleida";2020-12-24;126;124;0;1;0;0;-27;41;2;-6;-45;12;15,71
"Lleida";2020-12-25;79;79;0;0;0;0;-79;-78;-32;-54;-82;28;13,92
"Lleida";2020-12-26;100;100;0;3;0;0;-73;-64;-23;-33;-51;15;12,13
"Lleida";2020-12-27;99;99;0;1;0;0;-48;24;-15;-20;-22;8;10,34
"Lleida";2020-12-28;176;176;0;1;0;1;-26;20;49;-2;-42;13;12,3033333333333
"Lleida";2020-12-29;146;142;0;2;0;0;-26;24;50;-4;-42;12;14,2666666666667
"Lleida";2020-12-30;168;166;0;3;0;0;-25;40;41;-4;-42;12;16,23
"Lugo";2020-03-16;38;38;0;1;0;0;-80;-26;-55;-63;-43;21;12,37
"Lugo";2020-03-17;27;27;0;5;1;0;-82;-36;-53;-64;-48;22;12,155
"Lugo";2020-03-18;19;19;0;7;0;0;-82;-24;-53;-68;-49;21;11,94
"Lugo";2020-03-19;26;26;0;1;2;0;-91;-90;-64;-85;-80;34;11,235
"Lugo";2020-03-20;41;41;0;10;0;1;-86;-28;-66;-75;-59;32;10,53
"Lugo";2020-03-21;32;31;0;6;1;0;-91;-50;-72;-81;-51;27;7,865
"Lugo";2020-03-22;17;17;0;3;1;0;-92;-71;-73;-83;-54;24;5,2
"Lugo";2020-03-23;49;49;0;8;1;1;-83;-39;-55;-74;-51;24;7,82
"Lugo";2020-03-24;32;31;0;14;0;2;-84;-46;-56;-71;-53;24;10,44
"Lugo";2020-03-25;39;39;0;11;1;0;-85;-47;-58;-72;-54;25;10,415
"Lugo";2020-03-26;36;36;0;7;2;1;-85;-48;-56;-74;-54;26;10,39
"Lugo";2020-03-27;31;31;0;8;0;2;-86;-45;-63;-77;-55;31;8,605
"Lugo";2020-03-28;22;22;0;10;2;1;-91;-53;-71;-81;-50;26;6,82
"Lugo";2020-03-29;32;32;0;11;1;2;-92;-72;-72;-85;-52;24;7,955
"Lugo";2020-03-30;19;19;0;11;1;0;-87;-50;-59;-75;-59;27;9,09
"Lugo";2020-03-31;18;18;0;12;0;0;-92;-49;-61;-75;-62;28;8,68
"Lugo";2020-04-01;21;19;0;4;1;4;-93;-50;-60;-76;-62;28;8,64
"Lugo";2020-04-02;14;14;0;4;0;2;-92;-50;-58;-75;-62;29;8,74
"Lugo";2020-04-03;19;19;0;13;1;0;-88;-46;-65;-79;-61;33;9,36
"Lugo";2020-04-04;4;4;0;1;1;0;-91;-53;-72;-82;-51;27;6,58
"Lugo";2020-04-05;8;8;0;3;0;3;-93;-73;-77;-86;-57;25;4,88
"Lugo";2020-04-06;6;6;0;4;1;1;-85;-46;-58;-76;-60;27;8,65
"Lugo";2020-04-07;4;4;0;2;1;1;-87;-38;-59;-74;-61;26;9,01
"Lugo";2020-04-08;9;9;0;3;0;1;-86;-23;-58;-73;-61;25;9,18
"Lugo";2020-04-09;24;24;0;1;0;1;-94;-84;-67;-86;-82;36;6,06
"Lugo";2020-04-10;1;1;0;2;1;0;-95;-93;-76;-90;-84;44;5,17
"Lugo";2020-04-11;1;1;0;5;0;1;-91;-40;-72;-80;-51;27;6,24
"Lugo";2020-04-12;2;2;0;1;0;1;-93;-70;-74;-84;-52;24;5,22
"Lugo";2020-04-13;4;4;0;3;0;0;-83;-39;-55;-72;-55;24;9,89
"Lugo";2020-04-14;4;3;0;2;0;1;-85;-46;-55;-72;-56;25;10,62
"Lugo";2020-04-15;2;2;0;1;0;1;-85;-43;-58;-72;-56;25;10,76
"Lugo";2020-04-16;0;0;0;0;1;1;-85;-45;-54;-72;-56;26;10,99
"Lugo";2020-04-17;0;0;0;0;0;0;-86;-42;-63;-75;-55;31;10,6
"Lugo";2020-04-18;12;12;0;1;1;0;-90;-49;-71;-80;-48;26;7,15
"Lugo";2020-04-19;2;1;0;0;0;0;-92;-70;-72;-85;-51;24;5,61
"Lugo";2020-04-20;3;3;0;1;1;2;-83;-46;-53;-72;-52;24;10,75
"Lugo";2020-04-21;2;1;0;1;0;0;-84;-43;-53;-69;-53;24;11,01
"Lugo";2020-04-22;0;0;0;0;0;0;-84;-45;-57;-74;-54;24;10,99
"Lugo";2020-04-23;1;1;0;0;1;0;-84;-44;-52;-71;-53;25;10,68
"Lugo";2020-04-24;1;0;0;0;0;0;-85;-40;-60;-73;-53;29;11,05
"Lugo";2020-04-25;0;0;0;1;0;0;-90;-46;-69;-78;-47;25;7,31
"Lugo";2020-04-26;0;0;0;0;0;0;-90;-60;-66;-80;-50;23;5,49
"Lugo";2020-04-27;0;0;0;0;0;0;-81;-42;-49;-69;-51;23;10,99
"Lugo";2020-04-28;3;3;0;0;0;0;-82;-39;-47;-64;-52;23;11,13
"Lugo";2020-04-29;0;0;0;1;1;0;-83;-38;-55;-71;-52;24;11,07
"Lugo";2020-04-30;2;1;0;0;0;0;-80;-20;-47;-67;-51;23;11,19
"Lugo";2020-05-01;1;1;0;0;0;0;-93;-91;-68;-85;-80;41;6,56
"Lugo";2020-05-02;2;2;0;0;0;0;-83;-23;-37;-60;-41;22;7,22
"Lugo";2020-05-03;0;0;0;1;0;0;-81;-31;-26;-63;-39;18;6,57
"Lugo";2020-05-04;1;1;0;0;0;0;-75;-29;-19;-56;-47;19;12,13
"Lugo";2020-05-05;0;0;0;0;0;0;-73;-27;-18;-49;-46;18;12,74
"Lugo";2020-05-06;0;0;0;1;0;0;-74;-26;-10;-51;-46;18;12,29
"Lugo";2020-05-07;0;0;0;1;1;0;-74;-26;-3;-53;-46;19;12,55
"Lugo";2020-05-08;1;1;0;0;1;0;-78;-30;-38;-64;-46;25;12,5
"Lugo";2020-05-09;0;0;0;0;0;0;-83;-30;-43;-64;-35;21;7,2
"Lugo";2020-05-10;0;0;0;0;0;0;-82;-39;-34;-65;-36;18;6,47
"Lugo";2020-05-11;1;1;0;0;0;0;-59;-14;9;-43;-38;12;14,15
"Lugo";2020-05-12;0;0;0;0;0;0;-66;-18;-20;-46;-40;16;14,3
"Lugo";2020-05-13;0;0;0;0;0;0;-64;-17;-8;-46;-39;15;14,13
"Lugo";2020-05-14;1;1;0;0;0;0;-66;-18;-18;-52;-40;17;13,95
"Lugo";2020-05-15;0;0;0;0;0;0;-66;-16;-21;-53;-40;19;13,87
"Lugo";2020-05-16;0;0;0;0;0;0;-69;-20;-12;-50;-28;11;11,53
"Lugo";2020-05-17;0;0;0;0;0;0;-67;-25;-3;-55;-25;7;10
"Lugo";2020-05-18;0;0;0;1;0;0;-54;-15;21;-39;-35;12;14,79
"Lugo";2020-05-19;0;0;0;0;0;0;-54;-14;25;-38;-35;11;14,9
"Lugo";2020-05-20;1;1;0;0;0;0;-53;-13;10;-40;-35;12;15,11
"Lugo";2020-05-21;0;0;0;0;0;0;-52;-11;20;-42;-35;12;14,95
"Lugo";2020-05-22;1;1;0;0;0;0;-57;-11;-7;-44;-35;16;15,11
"Lugo";2020-05-23;0;0;0;0;0;0;-61;-15;-5;-47;-20;9;12,18
"Lugo";2020-05-24;0;0;0;0;0;0;-61;-18;-7;-56;-20;6;10,61
"Lugo";2020-05-25;2;2;0;0;0;0;-37;-10;20;-30;-31;10;15,57
"Lugo";2020-05-26;0;0;0;0;0;0;-38;-10;21;-29;-29;9;15,65
"Lugo";2020-05-27;0;0;0;0;0;0;-39;-9;22;-29;-29;9;16,01
"Lugo";2020-05-28;1;1;0;1;0;0;-37;-7;35;-31;-30;9;16,42
"Lugo";2020-05-29;0;0;0;0;0;0;-41;-6;15;-33;-29;11;16,22
"Lugo";2020-05-30;0;0;0;0;0;0;-46;-9;11;-31;-10;4;13,85
"Lugo";2020-05-31;0;0;0;0;0;0;-54;-15;-8;-22;-9;5;10,87
"Lugo";2020-06-01;0;0;0;0;0;0;-32;-6;17;-26;-25;8;16,27
"Lugo";2020-06-02;0;0;0;0;0;1;-33;-7;15;-18;-26;8;16,11
"Lugo";2020-06-03;0;0;0;0;0;0;-33;-5;12;-27;-26;8;16,28
"Lugo";2020-06-04;1;1;0;0;0;0;-33;-3;7;-28;-26;9;16,31
"Lugo";2020-06-05;0;0;0;0;0;0;-34;-7;11;-35;-25;10;16,45
"Lugo";2020-06-06;0;0;0;0;0;0;-43;-9;-18;-41;-9;7;13,37
"Lugo";2020-06-07;0;0;0;0;0;0;-47;-4;6;-8;-6;4;11,21
"Lugo";2020-06-08;1;1;0;0;0;0;-25;-10;12;-31;-26;8;16,25
"Lugo";2020-06-09;0;0;0;0;0;0;-26;-8;19;-22;-25;7;15,87
"Lugo";2020-06-10;0;0;0;0;0;0;-27;-6;16;-27;-24;7;17,21
"Lugo";2020-06-11;1;1;0;0;0;0;-30;-5;-10;-35;-27;10;16,95
"Lugo";2020-06-12;1;1;0;0;0;0;-33;-6;-23;-38;-26;12;15,66
"Lugo";2020-06-13;0;0;0;1;0;0;-36;-15;-8;-32;-7;6;13,59
"Lugo";2020-06-14;0;0;0;0;0;0;-40;-17;2;-36;-2;3;12,01
"Lugo";2020-06-15;2;2;0;0;0;0;-23;-5;14;-25;-23;7;16,87
"Lugo";2020-06-16;0;0;0;0;0;0;-24;-8;10;-26;-23;8;16,96
"Lugo";2020-06-17;1;1;0;0;0;0;-25;-7;3;-28;-24;7;17,01
"Lugo";2020-06-18;0;0;0;0;0;0;-21;-7;30;-24;-23;6;17,31
"Lugo";2020-06-19;2;2;0;0;0;0;-24;-7;24;-27;-22;6;17,59
"Lugo";2020-06-20;0;0;0;0;0;0;-30;-10;34;-21;-2;0;15,36
"Lugo";2020-06-21;3;3;0;0;0;0;-30;2;28;-24;2;-1;15,13
"Lugo";2020-06-22;0;0;0;0;0;0;-13;3;44;3;-23;3;14,9
"Lugo";2020-06-23;4;4;0;0;0;0;-11;18;55;-1;-21;-3;14,67
"Lugo";2020-06-24;4;4;0;1;0;0;-44;-74;59;-39;-62;8;14,44
"Lugo";2020-06-25;10;10;0;0;0;0;-14;13;39;-13;-24;4;14,0375
"Lugo";2020-06-26;3;3;0;0;0;0;-18;6;22;-17;-23;6;13,635
"Lugo";2020-06-27;4;3;0;0;0;0;-22;3;27;-9;-3;2;13,2325
"Lugo";2020-06-28;7;7;0;0;0;0;-29;0;21;-15;1;1;12,83
"Lugo";2020-06-29;9;9;0;1;0;0;-7;6;52;-7;-21;3;14,66
"Lugo";2020-06-30;18;18;0;0;0;0;-11;4;48;-3;-20;2;16,49
"Lugo";2020-07-01;20;20;0;0;0;0;-16;6;26;-16;-25;4;18,32
"Lugo";2020-07-02;13;13;0;0;0;0;-11;11;39;1;-23;4;17,1175
"Lugo";2020-07-03;21;21;0;0;0;0;-16;5;39;-12;-23;4;15,915
"Lugo";2020-07-04;16;16;0;2;0;0;-24;2;50;-8;-4;-1;14,7125
"Lugo";2020-07-05;20;20;0;1;0;0;-23;31;36;-10;2;-3;13,51
"Lugo";2020-07-06;16;16;0;1;0;0;-14;6;24;-15;-25;5;14,7833333333333
"Lugo";2020-07-07;20;20;0;0;0;0;-14;1;42;-3;-25;3;16,0566666666667
"Lugo";2020-07-08;25;25;0;1;1;0;-19;-1;23;-12;-24;4;17,33
"Lugo";2020-07-09;16;16;0;0;0;0;-16;0;51;-10;-24;3;16,3325
"Lugo";2020-07-10;5;5;0;0;0;0;-23;1;13;-18;-23;6;15,335
"Lugo";2020-07-11;7;7;0;0;0;0;-30;-5;12;-16;-4;2;14,3375
"Lugo";2020-07-12;4;4;0;0;0;0;-20;23;30;-5;5;-3;13,34
"Lugo";2020-07-13;4;4;0;0;0;0;-12;1;51;-9;-24;3;14,8266666666667
"Lugo";2020-07-14;1;1;0;0;0;0;-13;2;46;-4;-24;3;16,3133333333333
"Lugo";2020-07-15;3;3;0;3;0;0;-14;5;28;-10;-23;3;17,8
"Lugo";2020-07-16;1;1;0;0;0;0;-11;5;53;-7;-24;3;16,6025
"Lugo";2020-07-17;4;4;0;0;0;0;-19;5;40;-13;-24;4;15,405
"Lugo";2020-07-18;3;3;0;0;0;0;-24;1;45;-4;-3;-2;14,2075
"Lugo";2020-07-19;1;1;0;0;0;0;-23;14;35;-4;1;-3;13,01
"Lugo";2020-07-20;6;6;0;1;0;0;-6;15;60;0;-22;3;14,67
"Lugo";2020-07-21;9;9;0;0;0;0;-8;10;63;3;-22;3;16,33
"Lugo";2020-07-22;5;5;0;1;0;0;-10;8;74;3;-23;2;17,99
"Lugo";2020-07-23;2;2;0;2;0;0;-6;15;85;-1;-23;1;16,8425
"Lugo";2020-07-24;2;2;0;0;0;0;-13;27;66;-3;-25;2;15,695
"Lugo";2020-07-25;3;3;0;0;0;0;-32;-67;77;-4;-23;0;14,5475
"Lugo";2020-07-26;0;0;0;0;0;0;-14;25;83;8;3;-6;13,4
"Lugo";2020-07-27;2;2;0;0;0;0;0;28;107;2;-24;1;14,9733333333333
"Lugo";2020-07-28;1;1;0;0;0;0;-3;22;65;9;-24;3;16,5466666666667
"Lugo";2020-07-29;3;3;0;1;0;0;-4;17;73;9;-24;2;18,12
"Lugo";2020-07-30;0;0;0;1;0;0;-5;10;115;0;-24;1;17,07
"Lugo";2020-07-31;1;1;0;0;0;0;-8;14;75;3;-23;2;16,02
"Lugo";2020-08-01;8;8;0;0;0;0;-7;16;75;19;-3;-2;14,97
"Lugo";2020-08-02;4;4;0;0;0;0;-4;44;92;34;4;-3;13,92
"Lugo";2020-08-03;8;8;0;1;0;0;14;29;136;20;-27;2;15,3833333333333
"Lugo";2020-08-04;13;13;0;0;0;0;8;21;155;18;-27;1;16,8466666666667
"Lugo";2020-08-05;12;12;0;1;0;0;8;23;146;12;-27;1;18,31
"Lugo";2020-08-06;3;3;0;1;1;0;8;24;163;14;-27;0;17,365
"Lugo";2020-08-07;8;8;0;1;0;0;2;22;121;9;-26;2;16,42
"Lugo";2020-08-08;11;11;0;0;0;0;0;19;119;27;-2;-3;15,475
"Lugo";2020-08-09;9;9;0;1;0;1;8;43;134;31;5;-5;14,53
"Lugo";2020-08-10;9;9;0;2;0;0;21;33;152;26;-29;2;15,3066666666667
"Lugo";2020-08-11;3;3;0;0;0;0;11;26;113;17;-29;3;16,0833333333333
"Lugo";2020-08-12;6;6;0;0;0;0;8;26;73;6;-30;5;16,86
"Lugo";2020-08-13;10;10;0;3;0;0;16;28;177;22;-28;2;15,9275
"Lugo";2020-08-14;11;11;0;0;0;0;6;42;129;15;-31;3;14,995
"Lugo";2020-08-15;27;27;0;1;1;0;-14;-59;119;20;-22;2;14,0625
"Lugo";2020-08-16;30;30;0;1;0;0;4;52;101;18;3;-1;13,13
"Lugo";2020-08-17;80;80;0;2;1;0;17;47;117;16,5384615384615;-30;5;14,85
"Lugo";2020-08-18;46;46;0;1;0;0;15;29;142;15,0769230769231;-26;4;16,57
"Lugo";2020-08-19;32;32;0;1;0;0;6;23;127;13,6153846153846;-28;5;18,29
"Lugo";2020-08-20;39;39;0;2;0;1;8;24;169;12,1538461538462;-28;3;16,7775
"Lugo";2020-08-21;27;27;0;2;0;1;-1;23;111;10,6923076923077;-27;6;15,265
"Lugo";2020-08-22;91;91;0;2;0;1;-7;13;121;9,23076923076923;-2;0;13,7525
"Lugo";2020-08-23;59;59;0;1;0;0;-3;14,5;124;7,76923076923077;7;-4;12,24
"Lugo";2020-08-24;60;60;0;2;1;0;6;16;146;6,30769230769231;-27;3;14,1766666666667
"Lugo";2020-08-25;83;83;0;6;0;0;2;19;137;4,84615384615385;-26;2;16,1133333333333
"Lugo";2020-08-26;67;67;0;1;0;1;-2;18;109;3,38461538461538;-25;3;18,05
"Lugo";2020-08-27;58;58;0;4;0;0;-3;17;121;1,92307692307692;-25;3;16,7675
"Lugo";2020-08-28;40;40;0;9;1;1;-11;15;65;0,46153846153846;-25;6;15,485
"Lugo";2020-08-29;44;44;0;5;0;1;-21;10;36;-1;-4;3;14,2025
"Lugo";2020-08-30;41;41;0;11;0;1;-19;9;61;-2,46153846153846;2;-1;12,92
"Lugo";2020-08-31;27;27;0;7;1;2;-6;8;68;-3,92307692307692;-26;4;14,2266666666667
"Lugo";2020-09-01;47;47;0;5;0;0;-9;7;68;-5,38461538461539;-24;3;15,5333333333333
"Lugo";2020-09-02;49;49;0;8;1;4;-12;9;70;-6,84615384615385;-23;3;16,84
"Lugo";2020-09-03;34;34;0;10;0;2;-11;8;86;-8,30769230769231;-22;2;15,8225
"Lugo";2020-09-04;109;109;0;12;1;2;-17;6;53;-9,76923076923077;-21;3;14,805
"Lugo";2020-09-05;53;53;0;3;0;3;-22;6;31;-11,2307692307692;-3;1;13,7875
"Lugo";2020-09-06;42;42;0;5;1;1;-20;9,5;50;-12,6923076923077;4;-2;12,77
"Lugo";2020-09-07;27;27;0;6;0;0;-3;13;66;-14,1538461538462;-22;2;14,6
"Lugo";2020-09-08;57;57;0;10;2;2;-5;0;70;-15,6153846153846;-25;2;16,43
"Lugo";2020-09-09;49;49;0;7;2;4;-11;10;51;-17,0769230769231;-21;2;18,26
"Lugo";2020-09-10;18;18;0;7;0;1;-10;9;58;-18,5384615384615;-21;1;17,1225
"Lugo";2020-09-11;32;32;0;7;0;2;-17;4;38;-20;-22;0;15,985
"Lugo";2020-09-12;34;34;0;2;0;0;-21;2;41;-12;-2;-4;14,8475
"Lugo";2020-09-13;17;17;0;5;0;4;-20;7;61;-8;3;-7;13,71
"Lugo";2020-09-14;27;27;0;5;1;3;-8;6;35;-25;-20;1;15,1466666666667
"Lugo";2020-09-15;28;28;0;6;0;2;-9;6;50;-9;-18;0;16,5833333333333
"Lugo";2020-09-16;23;23;0;4;0;4;-13;3;41;-20;-19;1;18,02
"Lugo";2020-09-17;21;21;0;4;0;2;-15;2;34;-19;-19;3;16,53
"Lugo";2020-09-18;19;19;0;3;2;3;-19;4;21;-16;-17;3;15,04
"Lugo";2020-09-19;27;27;0;2;0;3;-24;3;17;-20;0;1;13,55
"Lugo";2020-09-20;20;20;0;8;1;1;-27;2;25;-11;3;1;12,06
"Lugo";2020-09-21;27;27;0;2;0;0;-7;7;42;-14;-18;2;13,9933333333333
"Lugo";2020-09-22;25;25;0;3;1;0;-13;5;33;-1;-17;3;15,9266666666667
"Lugo";2020-09-23;19;19;0;2;0;2;-17;9;16;-18;-17;4;17,86
"Lugo";2020-09-24;17;17;0;3;0;1;-20;7;4;-16;-16;5;16,01
"Lugo";2020-09-25;17;17;0;3;1;2;-22;9;-1;-18;-15;5;14,16
"Lugo";2020-09-26;22;22;0;2;1;0;-27;6;-7;-21;0;5;12,31
"Lugo";2020-09-27;13;13;0;4;0;1;-27;16;23;6;5;2;10,46
"Lugo";2020-09-28;25;25;0;0;0;0;-12;8;19;-11;-14;2;12,8233333333333
"Lugo";2020-09-29;10;10;0;2;0;1;-14;7;25;-6;-14;1;15,1866666666667
